Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Chabaud, Mireille; Gherbi, Hassen; Pirolles, Elodie; Vaissayre, Virginie; Fournier, Joelle; Moukouanga, Daniel; Franche, Claudine; Bogusz, Didier; Tisa, Louis S; Barker, David G; Svistoonoff, Sergio",,,,"Bogusz, Didier/O-6055-2017; SVISTOONOFF, Sergio/X-9659-2019","Bogusz, Didier/0000-0002-9094-5870; SVISTOONOFF, Sergio/0000-0001-8554-2922; Tisa, Louis/0000-0001-5597-8477; Fournier, Joelle/0000-0003-3746-8080",,,Chitinase-resistant hydrophilic symbiotic factors secreted by Frankia activate both Ca(2+) spiking and NIN gene expression in the actinorhizal plant Casuarina glauca.,,,,,,,,The New phytologist,,,,209,1,,,86,93,,10.1111/nph.13732,,,,2016-Jan,2016,"Although it is now well-established that decorated lipo-chitooligosaccharide Nod factors are the key rhizobial signals which initiate infection/nodulation in host legume species, the identity of the equivalent microbial signaling molecules in the Frankia/actinorhizal association remains elusive. With the objective of identifying Frankia symbiotic factors we present a novel approach based on both molecular and cellular pre-infection reporters expressed in the model actinorhizal species Casuarina glauca. By introducing the nuclear-localized cameleon Nup-YC2.1 into Casuarinaglauca we show that cell-free culture supernatants of the compatible Frankia CcI3 strain are able to elicit sustained high frequency Ca(2+) spiking in host root hairs. Furthermore, an excellent correlation exists between the triggering of nuclear Ca(2+) spiking and the transcriptional activation of the ProCgNIN:GFP reporter as a function of the Frankia strain tested. These two pre-infection symbiotic responses have been used in combination to show that the signal molecules present in the Frankia CcI3 supernatant are hydrophilic, of low molecular weight and resistant to chitinase degradation. In conclusion, the biologically active symbiotic signals secreted by Frankia appear to be chemically distinct from the currently known chitin-based rhizobial/arbuscular mycorrhizal signaling molecules. Convenient bioassays in Casuarinaglauca are now available for their full characterization.",,,,,,,,,39,0,0,0,35,0,39,,,,1469-8137,,MEDLINE:26484850,26484850,
J,"Pena, Pamela A; Quach, Truyen; Sato, Shirley; Ge, Zhengxiang; Nersesian, Natalya; Dweikat, Ismail M; Soundararajan, Madhavan; Clemente, Tom",,,,,,,,Molecular and phenotypic characterization of transgenic wheat and sorghum events expressing the barley alanine aminotransferase.,,,,,,,,Planta,,,,246,6,,,1097,1107,,10.1007/s00425-017-2753-1,,,,2017-Dec,2017,"MAIN CONCLUSION: The expression of a barley alanine aminotransferase gene impacts agronomic outcomes in a C3 crop, wheat. The use of nitrogen-based fertilizers has become one of the major agronomic inputs in crop production systems. Strategies to enhance nitrogen assimilation and flux in planta are being pursued through the introduction of novel genetic alleles. Here an Agrobacterium-mediated approach was employed to introduce the alanine aminotransferase from barley (Hordeum vulgare), HvAlaAT, into wheat (Triticum aestivum) and sorghum (Sorghum bicolor), regulated by either constitutive or root preferred promoter elements. Plants harboring the transgenic HvAlaAT alleles displayed increased alanine aminotransferase (alt) activity. The enhanced alt activity impacted height, tillering and significantly boosted vegetative biomass relative to controls in wheat evaluated under hydroponic conditions, where the phenotypic outcome across these parameters varied relative to time of year study was conducted. Constitutive expression of HvAlaAT translated to elevation in wheat grain yield under field conditions. In sorghum, expression of HvAlaAT enhanced enzymatic activity, but no changes in phenotypic outcomes were observed. Taken together these results suggest that positive agronomic outcomes can be achieved through enhanced alt activity in a C3 crop, wheat. However, the variability observed across experiments under greenhouse conditions implies the phenotypic outcomes imparted by the HvAlaAT allele in wheat may be impacted by environment.",,,,,,,,,16,0,0,0,14,0,16,,,,1432-2048,,MEDLINE:28801748,28801748,
J,"Poloniova, Zuzana; Jopcik, Martin; Matusikova, Ildiko; Libantova, Jana; Moravcikova, Jana",,,,"Libantova, jana/Z-5831-2019; Jopcik, Martin/AAB-5004-2020; Matusikova, Ildiko/AAM-7111-2020; Moravcikova, Jana/W-4164-2018","Libantova, jana/0000-0002-2056-1003; Jopcik, Martin/0000-0002-4264-6155; Matusikova, Ildiko/0000-0001-5570-5065; Moravcikova, Jana/0000-0003-2801-8870",,,The pollen- and embryo-specific Arabidopsis DLL promoter bears good potential for application in marker-free Cre/loxP self-excision strategy.,,,,,,,,Plant cell reports,,,,34,3,,,469,81,,10.1007/s00299-014-1726-0,,,,2015-Mar,2015,"KEY MESSAGE: Marker-free transgenic plants can be generated with high efficiency by using the Cre/ lox P self-excision system controlled by the pollen- and embryo-specific Arabidopsis DLL promoter. In this work, we aimed to study the feasibility of using the pollen- and embryo-specific DLL promoter of the At4g16160 gene from Arabidopsis thaliana in a Cre/loxP self-excision strategy. A Cre/loxP self-excision cassette controlled by the DLL promoter was introduced into the tobacco genome via Agrobacterium-mediated transformation. No evidence for premature activation of the Cre/loxP system was observed in primary transformants. The efficiency of nptII removal during pollen and embryo development was investigated in transgenic T1 progenies derived from eight self- and four cross-pollinated T0 lines, respectively. Segregation and rooting assays were performed to select recombined T1 plants. Molecular analyses of these plants confirmed the excision event in all analysed T0 lines and marker-free transgenic T1 plants were obtained with efficiency of up to 96.2%. The Arabidopsis DLL promoter appears to be a strong candidate to drive Cre-mediated recombination not only in tobacco as a model plant, but also in other plant species.",,,,,,,,,5,2,0,0,5,0,7,,,,1432-203X,,MEDLINE:25504050,25504050,
J,"King, Jessica L; Finer, John J; McHale, Leah K",,,,"McHale, Leah/D-9612-2012; Finer, John/N-4713-2014","Finer, John/0000-0001-8004-5468",,,Development and optimization of agroinfiltration for soybean.,,,,,,,,Plant cell reports,,,,34,1,,,133,40,,10.1007/s00299-014-1694-4,,,,2015-Jan,2015,"KEY MESSAGE: Agroinfiltration is an efficient method to study transgene expression in plant tissue. In this study, sonication followed by vacuum infiltration is shown to increase agroinfiltration-mediated GUS expression in soybean. Agroinfiltration, a valuable tool for rapid analysis of gene function, has been used extensively on leaf tissue of Nicotiana benthamiana and several other plant species. However, the application of this approach for gene functionality studies in soybean has been largely unsuccessful. Improvements in agroinfiltration of many plants have been achieved through a variety of approaches to allow better delivery, penetration and infection of Agrobacterium to interior leaf tissues. In this work, an agroinfiltration approach was developed for transient expression in soybean utilizing sonication followed by vacuum infiltration of intact seedlings. The optimal infiltration buffer, sonication time, and vacuum conditions for agroinfiltration of soybean were evaluated by monitoring expression of an introduced beta-glucuronidase (GUS) reporter gene. The developed method included the use of an infiltration buffer (10mM 2-(N-morpholino)ethanesulfonic acid sodium salt, 10mM MgCl2, 100M acetosyringone) supplemented with the reducing agent dithiothreitol, with 30s sonication followed by vacuum infiltration. These techniques were further applied to evaluate five different Agrobacterium strains and six different plant genetic backgrounds. Among the Agrobacterium strains examined, J2 produced the highest levels of GUS activity and 'Peking' was the most responsive genotype.",,,,,,,,,26,1,0,0,26,0,28,,,,1432-203X,,MEDLINE:25326714,25326714,
J,"Cao, Fei; Zhang, Min-Kui; Yang, Xi; Xu, Chu-Xuan; Cheng, Jin-Tao; Zhao, Qing-Wei; Wu, Rui; Sheng, Rong; Mao, Xu-Ming",,,,,"Cheng, Jin-Tao/0000-0002-4413-1630",,,A target and efficient synthetic strategy for structural and bioactivity optimization of a fungal natural product.,,,,,,,,European journal of medicinal chemistry,,,,229,,,,114067,114067,,10.1016/j.ejmech.2021.114067,,,,2022-Feb-05,2022,"Drugs have been largely inspired from natural products, while enzymes underlying their biosynthesis have enabled complex structures and diverse bioactivities. Nevertheless, the high enzyme specificity and limited invivo precursor types have restricted the natural product reservoir, but Nature has imprinted natural products with active sites, which can be readily modified by chemosynthesis with various functional groups for more favorable druggability. Here in the less exploited fungal natural products, we introduced CtvA, a polyketide synthase for a mycotoxin citreoviridin biosynthesis in Aspergillus, into an endophytic fungus Calcarisporium arbuscula to expand tetrahydrofuran (THF) into a dioxabicyclo-octane (DBO) ring moiety based on versatility and promiscuity of the aurovertin biosynthetic enzyme. Alternative acylations on the hydroxyl groups essential for cell toxicity by chemosynthesis produced compounds with improved anti-tumor activities and pharmacokinetics. Thus, we showed an effective strategic way to optimize the fungal natural product efficiently for more promising drug development.",,,,,,,,,1,0,0,0,1,0,1,,,,1768-3254,,MEDLINE:34973507,34973507,
J,"Gnasekaran, Pavallekoodi; Subramaniam, Sreeramanan",,,,"Gnasekaran, Pavallekoodi/ABD-6384-2021; Subramaniam, Sreeramanan Sree/I-1130-2012; Subramaniam, Sreeramanan/AAA-5094-2022","Subramaniam, Sreeramanan Sree/0000-0003-4392-285X; ",,,Mapping of the Interaction Between Agrobacterium tumefaciens and Vanda Kasem's Delight Orchid Protocorm-Like Bodies.,,,,,,,,Indian journal of microbiology,,,,55,3,,,285,91,,10.1007/s12088-015-0519-7,,,,2015-Sep,2015,"Physical contact between A. tumefaciens and the target plant cell walls is essential to transfer and integrate the transgene to introduce a novel trait. Chemotaxis response and attachment of Agrobacterium towards Vanda Kasem's Delight (VKD) protocorm-like bodies (PLBs) were studied to analyse the interaction between Agrobacterium and PLB during the transformation event. The study shows that initially A. tumefaciens reversibly attached to PLB surface via polar and lateral mode of adherence followed by the irreversible attachment which involved the production of cellulosic fibril by A. tumefaciens. Cellulosic fibril allows formation of biofilm at the tip of trichome. Contrarily, attachment mutant Escherichia coli strain DH5alpha was significantly deficient in the attachment process. Spectrophotometric GUS assay showed the mean value of attachment by A. tumefaciens was 8.72% compared to the negative control E. coli strain DH5alpha that produced 0.16%. A. tumefaciens swarmed with sharper and brighter edge when severe wounding was applied to the PLBs producing the highest swarming ratio of 1.46 demonstrating the positive effect of the plant exudates on bacterial movement. The study shows that VKD's PLBs are the suitable explants for Agrobacterium-mediated transformation since the bacteria expressed higher competency rate.",,,,,,,,,5,1,0,0,3,0,6,,,0046-8991,,,MEDLINE:26063938,26063938,
J,"Ibrahim, Ahmad E C; van Dolleweerd, Craig J; Drake, Pascal M W; Ma, Julian K-C",,,,,"Drake, Pascal/0000-0002-6181-0600",,,Development of a minigenome cassette for Lettuce necrotic yellows virus: A first step in rescuing a plant cytorhabdovirus.,,,,,,,,PloS one,,,,15,3,,,e0229877,e0229877,,10.1371/journal.pone.0229877,,,,2020,2020,"Rhabdoviruses are enveloped negative-sense RNA viruses that have numerous biotechnological applications. However, recovering plant rhabdoviruses from cDNA remains difficult due to technical difficulties such as the need for concurrent in planta expression of the viral genome together with the viral nucleoprotein (N), phosphoprotein (P) and RNA-dependent RNA polymerase (L) and viral genome instability in E. coli. Here, we developed a negative-sense minigenome cassette for Lettuce necrotic yellows virus (LNYV). We introduced introns into the unstable viral ORF and employed Agrobacterium tumefaciens to co-infiltrate Nicotiana with the genes for the N, P, and L proteins together with the minigenome cassette. The minigenome cassette included the Discosoma sp. red fluorescent protein gene (DsRed) cloned in the negative-sense between the viral trailer and leader sequences which were placed between hammerhead and hepatitis delta ribozymes. In planta DsRed expression was demonstrated by western blotting while the appropriate splicing of introduced introns was confirmed by sequencing of RT-PCR product.",,,,,,,,,1,0,0,0,1,0,1,,,,1932-6203,,MEDLINE:32134974,32134974,
J,"Proust, Helene; Hartmann, Caroline; Crespi, Martin; Lelandais-Briere, Christine",,,,,,,,Root Development in Medicago truncatula: Lessons from Genetics to Functional Genomics.,,,,,,,,"Methods in molecular biology (Clifton, N.J.)",,,,1822,,,,205,239,,10.1007/978-1-4939-8633-0_15,,,,2018,2018,"This decade introduced omics approaches, such as genomics, transcriptomics, proteomics, and metabolomics in association with reverse and forward genetic approaches, developed earlier, to try to identify molecular pathways involved in the development or in the response to environmental conditions as well as in animals and plants. This review summarizes studies that utilized omics strategies to unravel the root development in the model legume Medicago truncatula and how external factors such as soil mineral status or the presence of bacteria and fungi affect root system architecture in this species. We also compare these omics data to the knowledges concerning the Arabidopsis thaliana root development, nowadays considered as the model of allorhiz root systems. However, unlike legumes, this species is unable to interact with soil nitrogen-fixing rhizobia and arbuscular-mycorrhizal (AM) fungi to develop novel root-derived symbiotic structures. Differences in root organization, development, and regulatory pathways between these two model species have been highlighted.",,,,,,,,,2,0,0,0,2,0,2,,,,1940-6029,,MEDLINE:30043307,30043307,
J,"Giancaspro, Angelica; Gadaleta, Agata; Blanco, Antonio",,,,,,,,Real-Time PCR for the Detection of Precise Transgene Copy Number in Wheat.,,,,,,,,"Methods in molecular biology (Clifton, N.J.)",,,,1679,,,,251,257,,10.1007/978-1-4939-7337-8_15,,,,2017,2017,"Despite the unceasing advances in genetic transformation techniques, the success of common delivery methods still lies on the behavior of the integrated transgenes in the host genome. Stability and expression of the introduced genes are influenced by several factors such as chromosomal location, transgene copy number and interaction with the host genotype. Such factors are traditionally characterized by Southern blot analysis, which can be time-consuming, laborious, and often unable to detect the exact copy number of rearranged transgenes. Recent research in crop field suggests real-time PCR as an effective and reliable tool for the precise quantification and characterization of transgene loci. This technique overcomes most problems linked to phenotypic segregation analysis and can analyze hundreds of samples in a day, making it an efficient method for estimating a gene copy number integrated in a transgenic line. This protocol describes the use of real-time PCR for the detection of transgene copy number in durum wheat transgenic lines by means of two different chemistries (SYBR Green I dye and TaqMan probes).",,,,,,,,,2,0,0,0,2,1,2,,,,1940-6029,,MEDLINE:28913805,28913805,
J,"Fister, Andrew S; Landherr, Lena; Maximova, Siela N; Guiltinan, Mark J",,,,,,,,Transient Expression of CRISPR/Cas9 Machinery Targeting TcNPR3 Enhances Defense Response in Theobroma cacao.,,,,,,,,Frontiers in plant science,,,,9,,,,268,268,,10.3389/fpls.2018.00268,,,,2018,2018,"Theobroma cacao, the source of cocoa, suffers significant losses to a variety of pathogens resulting in reduced incomes for millions of farmers in developing countries. Development of disease resistant cacao varieties is an essential strategy to combat this threat, but is limited by sources of genetic resistance and the slow generation time of this tropical tree crop. In this study, we present the first application of genome editing technology in cacao, using Agrobacterium-mediated transient transformation to introduce CRISPR/Cas9 components into cacao leaves and cotyledon cells. As a first proof of concept, we targeted the cacao Non-Expressor of Pathogenesis-Related 3 (TcNPR3) gene, a suppressor of the defense response. After demonstrating activity of designed single-guide RNAs (sgRNA) in vitro, we used Agrobacterium to introduce a CRISPR/Cas9 system into leaf tissue, and identified the presence of deletions in 27% of TcNPR3 copies in the treated tissues. The edited tissue exhibited an increased resistance to infection with the cacao pathogen Phytophthora tropicalis and elevated expression of downstream defense genes. Analysis of off-target mutagenesis in sequences similar to sgRNA target sites using high-throughput sequencing did not reveal mutations above background sequencing error rates. These results confirm the function of NPR3 as a repressor of the cacao immune system and demonstrate the application of CRISPR/Cas9 as a powerful functional genomics tool for cacao. Several stably transformed and genome edited somatic embryos were obtained via Agrobacterium-mediated transformation, and ongoing work will test the effectiveness of this approach at a whole plant level.",,,,,,,,,90,5,0,0,66,0,96,,,1664-462X,,,MEDLINE:29552023,29552023,
J,"Brook, Cara E; Bai, Ying; Yu, Emily O; Ranaivoson, Hafaliana C; Shin, Haewon; Dobson, Andrew P; Metcalf, C Jessica E; Kosoy, Michael Y; Dittmar, Katharina",,,,,,,,Elucidating transmission dynamics and host-parasite-vector relationships for rodent-borne Bartonella spp. in Madagascar.,,,,,,,,Epidemics,,,,20,,,,56,66,,10.1016/j.epidem.2017.03.004,,,,2017-09,2017,"Bartonella spp. are erythrocytic bacteria transmitted via arthropod vectors, which infect a broad range of vertebrate hosts, including humans. We investigated transmission dynamics and host-parasite-vector relationships for potentially zoonotic Bartonella spp. in invasive Rattus rattus hosts and associated arthropod ectoparasites in Madagascar. We identified five distinct species of Bartonella (B. elizabethae 1, B. elizabethae 2, B. phoceensis 1, B. rattimassiliensis 1, and B. tribocorum 1) infecting R. rattus rodents and their ectoparasites. We fit standard epidemiological models to species-specific age-prevalence data for the four Bartonella spp. with sufficient data, thus quantifying age-structured force of infection. Known zoonotic agents, B. elizabethae 1 and 2, were best described by models exhibiting high forces of infection in early age class individuals and allowing for recovery from infection, while B. phoceensis 1 and B. rattimassiliensis 1 were best fit by models of lifelong infection without recovery and substantially lower forces of infection. Nested sequences of B. elizabethae 1 and 2 were recovered from rodent hosts and their Synopsyllus fonquerniei and Xenopsylla cheopsis fleas, with a particularly high prevalence in the outdoor-dwelling, highland-endemic S. fonquerniei. These findings expand on force of infection analyses to elucidate the ecological niche of the zoonotic Bartonella elizabethae complex in Madagascar, hinting at a potential vector role for S. fonquerniei. Our analyses underscore the uniqueness of such ecologies for Bartonella species, which pose a variable range of potential zoonotic threats.",,,,,,,,,11,0,0,0,12,1,12,,,,1878-0067,,MEDLINE:28351673,28351673,
J,"Vyplelova, Petra; Ovecka, Miroslav; Samaj, Jozef",,,,"Samaj, Jozef/AAD-4206-2022","Samaj, Jozef/0000-0003-4750-2123",,,Alfalfa Root Growth Rate Correlates with Progression of Microtubules during Mitosis and Cytokinesis as Revealed by Environmental Light-Sheet Microscopy.,,,,,,,,Frontiers in plant science,,,,8,,,,1870,1870,,10.3389/fpls.2017.01870,,,,2017,2017,"Cell division and expansion are two fundamental biological processes supporting indeterminate root growth and development of plants. Quantitative evaluations of cell divisions related to root growth analyses have been performed in several model crop and non-crop plant species, but not in important legume plant Medicago sativa. Light-sheet fluorescence microscopy (LSFM) is an advanced imaging technique widely used in animal developmental biology, providing efficient fast optical sectioning under physiological conditions with considerably reduced phototoxicity and photobleaching. Long-term 4D imaging of living plants offers advantages for developmental cell biology not available in other microscopy approaches. Recently, LSFM was implemented in plant developmental biology studies, however, it is largely restricted to the model plant Arabidopsis thaliana. Cellular and subcellular events in crop species and robust plant samples have not been studied by this method yet. Therefore we performed LSFM long-term live imaging of growing root tips of transgenic alfalfa plants expressing the fluorescent molecular marker for the microtubule-binding domain (GFP-MBD), in order to study dynamic patterns of microtubule arrays during mitotic cell division. Quantitative evaluations of cell division progress in the two root tissues (epidermis and cortex) clearly indicate that root growth rate is correlated with duration of cell division in alfalfa roots. Our results favor non-invasive environmental LSFM as one of the most suitable methods for qualitative and quantitative cellular and developmental imaging of living transgenic legume crops.",,,,,,,,,9,1,0,0,8,0,10,,,1664-462X,,,MEDLINE:29163595,29163595,
J,"Kress-Bennett, Jennifer M; Hiller, N Luisa; Eutsey, Rory A; Powell, Evan; Longwell, Mark J; Hillman, Todd; Blackwell, Tenisha; Byers, Barbara; Mell, Joshua C; Post, J Christopher; Hu, Fen Z; Ehrlich, Garth D; Janto, Benjamin A",,,,"Hiller, N. Luisa/A-3739-2016; Janto, Benjamin/E-7459-2010","Hiller, N. Luisa/0000-0001-6572-1368; Janto, Benjamin/0000-0002-3841-4917; Ehrlich, Garth/0000-0003-1140-6594",,,"Identification and Characterization of msf, a Novel Virulence Factor in Haemophilus influenzae.",,,,,,,,PloS one,,,,11,3,,,e0149891,e0149891,,10.1371/journal.pone.0149891,,,,2016,2016,"Haemophilus influenzae is an opportunistic pathogen. The emergence of virulent, non-typeable strains (NTHi) emphasizes the importance of developing new interventional targets. We screened the NTHi supragenome for genes encoding surface-exposed proteins suggestive of immune evasion, identifying a large family containing Sel1-like repeats (SLRs). Clustering identified ten SLR-containing gene subfamilies, each with various numbers of SLRs per gene. Individual strains also had varying numbers of SLR-containing genes from one or more of the subfamilies. Statistical genetic analyses of gene possession among 210 NTHi strains typed as either disease or carriage found a significant association between possession of the SlrVA subfamily (which we have termed, macrophage survival factor, msf) and the disease isolates. The PittII strain contains four chromosomally contiguous msf genes. Deleting all four of these genes (msfA1-4) (KO) resulted in a highly significant decrease in phagocytosis and survival in macrophages; which was fully complemented by a single copy of the msfA1 gene. Using the chinchilla model of otitis media and invasive disease, the KO strain displayed a significant decrease in fitness compared to the WT in co-infections; and in single infections, the KO lost its ability to invade the brain. The singly complemented strain showed only a partial ability to compete with the WT suggesting gene dosage is important in vivo. The transcriptional profiles of the KO and WT in planktonic growth were compared using the NTHi supragenome array, which revealed highly significant changes in the expression of operons involved in virulence and anaerobiosis. These findings demonstrate that the msfA1-4 genes are virulence factors for phagocytosis, persistence, and trafficking to non-mucosal sites.",,,,,,,,,13,0,0,0,9,0,14,,,,1932-6203,,MEDLINE:26977929,26977929,
J,"Villena, Cristina Isabel Ferrer; Gomes, Renata Rodrigues; Fernandes, Larissa; Florencio, Camille Silva; Bombassaro, Amanda; Grisolia, Maria Eduarda; da Silva Trindade, Edvaldo; de Hoog, Sybren; Vicente, Vania Aparecida",,,,"vicente, vania/AAF-3464-2020; Gomes, Renata R/J-8468-2017; Trindade, Edvaldo S/G-2368-2014","vicente, vania/0000-0002-2953-4861; Gomes, Renata R/0000-0002-1827-3408; Fernandes, Larissa/0000-0002-2814-7501; Bombassaro, Amanda/0000-0003-2655-4469; Trindade, Edvaldo S/0000-0002-8051-6298; Grisolia, Maria Eduarda/0000-0003-1843-052X",,,Agrobacterium tumefaciens-Mediated Transformation of Fonsecaea monophora and Fonsecaea erecta for Host-Environment Interaction Studies.,,,,,,,,"Journal of fungi (Basel, Switzerland)",,,,6,4,,,,,,10.3390/jof6040325,,,,2020 Nov 30,2020,"The fungal genus Fonsecaea contains etiological agents of human chromoblastomycosis, a (sub)tropical, (sub)cutaneous implantation disease caused by plant contact. The invasive potential differs significantly between species. Infections by Fonsecaea monophora are believed to originate from the environment and the species has been reported as one of the main causative agents of the disease, but also of cases of primary brain infection. The epidemiology of the disease has not been fully elucidated and questions related to its infection route and virulence are still to be clarified. The environmental species Fonsecaea erecta was isolated from organic material and living plants in endemic areas for chromoblastomycosis in Brazil. The present paper describes Agrobacteriumtumefaciens-mediated transformation (AMT) of the environmental species F. erecta and the pathogenic species F. monophora. We propose the use of Agrobacterium transformation for future gene function studies related to Fonsecaea virulence and pathogenicity. We evaluated the co-cultivation ratios 1:1, 10:1 and 100:1 (Agrobacterium:conidia) at 28 °C during 72 h. pAD1625 and pCAMDsRed plasmids were inserted into both species. Confirmation of transformation was realized by hph gene amplification and Southern blot determined the amount of foreign DNA integrated into the genome. In order to evaluate a potential link between environmental and clinical strains, we obtained red fluorescent transformants after pCAMDsRed insertion. We observed by confocal fluorescence microscopy that both F. monophora and F. erecta were able to colonize the palm Bactris gasipaes, penetrating the epidermis. These results contribute to understanding the ability of Fonsecaea species to adapt to different environmental and host conditions.",,,,,,,,,1,0,0,0,1,0,1,,,,2309-608X,,MEDLINE:33265950,33265950,
J,"Gu, Qiongnan; Chen, Meijuan; Huang, Junbin; Wei, Yangdou; Hsiang, Tom; Zheng, Lu",,,,,,,,"Multifaceted Roles of the Ras Guanine-Nucleotide Exchange Factor ChRgf in Development, Pathogenesis, and Stress Responses of Colletotrichum higginsianum.",,,,,,,,Phytopathology,,,,107,4,,,433,443,,10.1094/PHYTO-03-16-0137-R,,,,2017-04,2017,"The infection process of Colletotrichum higginsianum, which causes a disease of crucifers, involves several key steps: conidial germination, appressorial formation, appressorial penetration, and invasive growth in host tissues. In this study, the ChRgf gene encoding a Ras guanine-nucleotide exchange factor protein was identified by screening T-DNA insertion mutants generated from Agrobacterium tumefaciens-mediated transformation that were unable to cause disease on the host Arabidopsis thaliana. Targeted gene deletion of ChRgf resulted in a null mutant (DeltaChrgf-42) with defects in vegetative growth, hyphal morphology, and conidiation, and poor surface attachment and low germination on hydrophobic surfaces; however, there were no apparent differences in appressorial turgor pressure between the wild type and the mutant. The conidia of the mutant were unable to geminate on attached Arabidopsis leaves and did not cause any disease symptoms. Intracellular cyclic adenosine monophosphate levels in the DeltaChrgf mutant were lower than that of the wild type. Our results suggest that ChRgf is a key regulator in response to salt and osmotic stresses in C. higginsianum, and indicate that it is involved in fungal pathogenicity. This gene seems to act as an important modulator upstream of several distinct signaling pathways that are involved in regulating vegetative growth, conidiation, infection-related structure development, and stress responses of C. higginsianum.",,,,,,,,,12,1,0,0,11,0,14,,,0031-949X,,,MEDLINE:28026997,28026997,
J,"Li, Ya; Zhu, Jindong; Hu, Jiexiong; Meng, Xiuli; Zhang, Qi; Zhu, Kunpeng; Chen, Xiaomin; Chen, Xuehang; Li, Guangpu; Wang, Zonghua; Lu, Guodong",,,,"Li, Guangpu/GRS-5397-2022","Zhu, Jindong/0000-0002-3134-1639; Wang, Zonghua/0000-0002-0869-9683",,,Functional characterization of electron-transferring flavoprotein and its dehydrogenase required for fungal development and plant infection by the rice blast fungus.,,,,,,,,Scientific reports,,,,6,,,,24911,24911,,10.1038/srep24911,,,,2016 Apr 26,2016,"Electron-transferring flavoprotein (ETF) and its dehydrogenase (ETFDH) are highly conserved electron carriers which mainly function in mitochondrial fatty acid beta oxidation. Here, we report the identification and characterization of ETF alpha and beta subunit encoding genes (ETFA and ETFB) and ETFDH encoding gene (ETFDH) in the rice blast fungus Magnaporthe oryzae. It was demonstrated that, by impacting fatty acid metabolism, ETF and ETFDH mutations led to severe growth and conidiation defects, which could be largely rescued by exogenous acetate or carbonate. Furthermore, although conidium germination and appressorium formation appeared to be normal in ETF and ETFDH mutants, most appressoria failed to penetrate the host epidermis due to low turgor pressure. The few appressoria that succeeded in penetration were severely restricted in invasive growth and consequently failed to cause disease. Moreover, ETF mutant etfb(-) induced ROS accumulation in infected host cells and exogenous antioxidant GSH accelerated mutant invading growth without increasing the penetration rate. In addition, mutant etfb(-) displayed elevated lipid body accumulation and reduced ATP synthesis. Taken together, ETF and ETFDH play an important role in fungal development and plant infection in M. oryzae by regulation of fatty acid metabolism, turgor establishment and induction of host ROS accumulation.",,,,,,,,,14,0,0,0,9,0,14,,,,2045-2322,,MEDLINE:27113712,27113712,
J,"Golshani, Maryam; Amani, Mona; Siadat, Seyed Davar; Nejati-Moheimani, Mehdi; Arsang, Amin; Bouzari, Saeid",,,,"Golshani, Maryam/AAX-6126-2021; Siadat, Seyed Davar/A-2204-2012","Siadat, Seyed Davar/0000-0002-6892-5603; Golshani, Maryam/0000-0002-4424-6470",,,Comparison of the protective immunity elicited by a Brucella cocktail protein vaccine (rL7/L12+rTOmp31+rSOmp2b) in two different adjuvant formulations in BALB/c mice.,,,,,,,,Molecular immunology,,,,103,,,,306,311,,10.1016/j.molimm.2018.10.002,,,,2018-11,2018,"In the present study, protective efficacy conferred by a cocktail protein consisted of Brucella L7/L12 ribosomal, truncated outer membrane protein 31 (TOmp31) and SOmp2b recombinant proteins in CpG ODN 1826+ Montanide ISA 70VG or Poly (I:C) adjuvants was evaluated and compared in BALB/c mice. Immunization of mice with both vaccine regimens elicited strong specific IgG responses (higher IgG2a titers over IgG1 titers), provided T helper1 (Th1) oriented immune responses and conferred protection levels compatible to the live vaccines against Brucella challenge. Vaccination of BALB/c mice with the cocktail protein in CpG ODN 1826+ Montanide ISA 70VG adjuvants induced higher levels of antibody, IFN-gamma/IL-2 and conferred more protection levels against B. melitenisis and B. abortus challenge than did the cocktail protein in Poly (I:C) formulation. In conclusion, both vaccine regimens are capable of stimulating specific Th1- biased immune responses and conferring cross protection against B. melitensis and B. abortus infections. Therefore, they could be introduced as new potential candidates for the development of subunit vaccines against Brucella infection.",,,,,,,,,6,1,0,0,5,0,7,,,,1872-9142,,MEDLINE:30343119,30343119,
