STUDY_ID,REVIEWERS,INCLUDE,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Supplement,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD.,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,UT..Unique.ID.,Pubmed.Id,X
521,Smriti,NO,J,"Du, Changqing; Lin, Jianzhong; Yang, Yuanzhu; Liu, Hong; Li, Chiyu; Zhou, Yanbiao; Li, Yixing; Tang, Dongying; Zhao, Xiaoying; Zhu, Yonghua; Liu, Xuanming",NA,NA,NA,,,NA,NA,"Molecular cloning, characterization and function analysis of a GDH gene from Sclerotinia sclerotiorum in rice.",,NA,NA,,NA,NA,NA,Molecular biology reports,NA,NA,NA,41,6,NA,NA,3683,93,NA,10.1007/s11033-014-3233-3,NA,NA,NA,2014-Jun,2014,"The full-length cDNA encoding a glutamate dehydrogenase (GDH) which catalyzes the reaction of reductive amination of alpha-oxoglutarate (alpha-OG) to glutamate (the anabolic activity) and the reverse reaction of oxidative deamination of glutamate (the catabolic activity) was isolated from Sclerotinia sclerotiorum, we designated it as SsGDH. Bioinformatics analysis revealed that SsGDH had a typical GDH spatial structure and extensive homology with other fungal or bacteria GDHs. To evaluate its function in rice, rice (Oryza sativa L. cv. 'kitaake') was transformed with SsGDH in a binary vector construct by Agrobacterium-mediated transformation. Transgenic rice plants showed that transcripts and proteins of SsGDH accumulated at higher levels and GDH enzymatic activity was obviously higher in transgenic rice plants compared with the non-transformant rice plants (CK), though phenotype including plant height, fresh weight and dry weight became slightly weaker compared with CK under 50, 500 and 5,000 muM nitrogen gradient nutrient solution treatment (NH4NO3 as a nitrogen source) after introducing SsGDH into rice. For enzymatic activity assay in vitro, recombinant His6-SsGDH protein was expressed in Escherichia coli BL21 (DE3) and purified by Ni-NTA agarose. Results suggested that recombinant His6-SsGDH protein had GDH activity using ammonium, alpha-OG, and L-glutamate separately as a substrate at two different concentrations, especially the affinity for ammonium was very high, and its Km value was only 0.28 ± 0.03 mM, indicating that SsGDH can assimilate more ammonium into rice. According to previous reports, transgenic plants expressing fungal or bacteria GDHs might show improved herbicide resistance. Basta resistance test showed that SsGDH expression in rice can significantly enhanced their tolerance to Basta than CK. In conclusion, our results may provide some clues for further investigation on nitrogen utilization via introducing exogenous GDHs from lower organisms into rice.",,,NA,NA,NA,NA,NA,NA,13,5,0,0,13,1,18,NA,NA,,1573-4978,NA,MEDLINE:24557889,24557889,NA
522,Smriti,NO,J,"Sithole, Nonkululeko; Tsvuura, Zivanai; Kirkman, Kevin; Magadlela, Anathi",NA,NA,NA,"; Kirkman, Kevin/F-4160-2010","Tsvuura, Zivanai/0000-0003-1852-4737; Magadlela, Anathi/0000-0002-1381-2054; Kirkman, Kevin/0000-0001-9580-5191; Sithole, Nonkululeko/0000-0002-5838-0144",NA,NA,Nitrogen Source Preference and Growth Carbon Costs of Leucaena leucocephala (Lam.) de Wit Saplings in South African Grassland Soils.,,NA,NA,,NA,NA,NA,"Plants (Basel, Switzerland)",NA,NA,NA,10,11,NA,NA,,,NA,10.3390/plants10112242,NA,NA,NA,2021 Oct 21,2021,"Leucaena leucocephala (Fabaceae) is native to Central America and has invaded many climatic regions of the tropics. In South Africa, the species is categorized as an emerging or incipient weed used as fodder, timber, firewood and in erosion control on degraded habitats. The species is common along the eastern subtropical regions of KwaZulu-Natal (KZN) Province, where it invades grasslands, savannas and edges of forests. Soils of these ecosystems are characterized as nutrient deficient and acidic. Using a pot trial, we determined the effects of the nutrient addition treatments on microbial symbiosis, N nutrition and biomass accumulation of L. leucocephala under greenhouse conditions. After 180 days of growth, plants were harvested, and their utilization of N derived from the atmosphere and from the soil was quantified through determination of delta15N values. L. leucocephala maintained growth and N nutrition by relying on both atmospheric- and soil-derived N across all soil treatments. The NDFA was significantly higher in high P (N1 + P, N2 + P and N3 + P) soils. L. leucocephala was able to nodulate with intermediate and fast-growing strains from the Mesorhizobium and Rhizobium genus in N2 + P grown plants. This shows that L. leucocephala possesses traits that are successful in acquiring nutrients, especially in nutrient limited conditions, by establishing plant symbiosis with multiple bacteria and relying on extracting N from the soil and from the atmosphere through the symbiosis.",,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2223-7747,,NA,MEDLINE:34834605,34834605,NA
530,Smriti,NO,J,"Srivastava, Vibha; Ow, David W",NA,NA,NA,,"Srivastava, Vibha/0000-0002-3031-6984",NA,NA,Simplifying transgene locus structure through Cre-lox recombination.,,NA,NA,,NA,NA,NA,"Methods in molecular biology (Clifton, N.J.)",NA,NA,NA,1287,,NA,NA,95,103,NA,10.1007/978-1-4939-2453-0_6,NA,NA,NA,2015,2015,"Transgene silencing is often associated with multicopy integrations, which occur frequently during plant transformation. Transgene expression can be restored in a number of multicopy loci by converting them to single copy. This chapter describes a plant transformation protocol based on use of the Cre-lox system, which allows conversion of a multicopy transgene locus into single copy. The strategy is based on designing a transformation vector with lox sites, developing transgenic lines, and introducing Cre activity to initiate Cre-lox recombination, which leads to the simplification of a multicopy locus to a single- or low-copy state. This method is compatible with both gene gun and Agrobacterium-mediated gene delivery and should be particularly useful for crops that are difficult to transform.",,,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,2,NA,NA,,1940-6029,NA,MEDLINE:25740358,25740358,NA
533,Smriti,NO,J,"Bejarano, Ana; Ramirez-Bahena, Martha-Helena; Velazquez, Encarna; Peix, Alvaro",NA,NA,NA,"Peix, Alvaro/A-7196-2010; Ramirez-Bahena, Martha Helena/B-8564-2017; Velazquez, Encarna/B-3669-2017; Ramirez-Bahena, Martha Helena/ABB-3717-2021","Peix, Alvaro/0000-0001-5084-1586; Ramirez-Bahena, Martha Helena/0000-0002-0744-8313; Velazquez, Encarna/0000-0002-5946-7241; Bejarano, Ana/0000-0002-9021-1279",NA,NA,Vigna unguiculata is nodulated in Spain by endosymbionts of Genisteae legumes and by a new symbiovar (vignae) of the genus Bradyrhizobium.,,NA,NA,,NA,NA,NA,Systematic and applied microbiology,NA,NA,NA,37,7,NA,NA,533,40,NA,10.1016/j.syapm.2014.04.003,NA,NA,NA,2014-Oct,2014,"Vigna unguiculata was introduced into Europe from its distribution centre in Africa, and it is currently being cultivated in Mediterranean regions with adequate edapho-climatic conditions where the slow growing rhizobia nodulating this legume have not yet been studied. Previous studies based on rrs gene and ITS region analyses have shown that Bradyrhizobium yuanmingense and B. elkanii nodulated V. unguiculata in Africa, but these two species were not found in this study. Using the same phylogenetic markers it was shown that V. unguiculata, a legume from the tribe Phaseolae, was nodulated in Spain by two species of group I, B. cytisi and B. canariense, which are common endosymbionts of Genisteae in both Europe and Africa. These species have not been found to date in V. unguiculata nodules in its African distribution centres. All strains from Bradyrhizobium group I isolated in Spain belonged to the symbiovar genistearum, which is found at present only in Genisteae legumes in both Africa and Europe. V. unguiculata was also nodulated in Spain by a strain from Bradyrhizobium group II that belonged to a novel symbiovar (vignae). Some African V. unguiculata-nodulating strains also belonged to this proposed new symbiovar.",,,NA,NA,NA,NA,NA,NA,28,1,1,0,26,2,30,NA,NA,,1618-0984,NA,MEDLINE:24867807,24867807,NA
535,Smriti,NO,J,"Drewniak, Lukasz; Ciezkowska, Martyna; Radlinska, Monika; Sklodowska, Aleksandra",NA,NA,NA,"Drewniak, Lukasz/AAX-8109-2021","Drewniak, Lukasz/0000-0002-3236-0508; Radlinska, Monika/0000-0001-6818-8685; Sklodowska, Aleksandra/0000-0002-3582-278X",NA,NA,Construction of the recombinant broad-host-range plasmids providing their bacterial hosts arsenic resistance and arsenite oxidation ability.,,NA,NA,,NA,NA,NA,Journal of biotechnology,NA,NA,NA,196-197,,NA,NA,42,51,NA,10.1016/j.jbiotec.2015.01.013,NA,NA,NA,2015-Feb-20,2015,"The plasmid pSinA of Sinorhizobium sp. M14 was used as a source of functional phenotypic modules, encoding proteins involved in arsenite oxidation and arsenic resistance, to obtain recombinant broad-host-range plasmids providing their bacterial hosts arsenic resistance and arsenite oxidative ability. An arsenite oxidation module was cloned into pBBR1MCS-2 vector yielding plasmid vector pAIO1, while an arsenic resistance module was cloned into pCM62 vector yielding plasmid pARS1. Both plasmid constructs were introduced (separately and together) into the cells of phylogenetically distant (representing Alpha-, Beta-, and Gammaproteobacteria) and physiologically diversified (unable to oxidize arsenite and susceptible/resistant to arsenite and arsenate) bacteria. Functional analysis of the modified strains showed that: (i) the plasmid pARS1 can be used for the construction of strains with an increased resistance to arsenite [up to 20mM of As(III), (ii) the presence of the plasmid pAIO1 in bacteria previously unable to oxidize As(III) to As(V), contributes to the acquisition of arsenite oxidation abilities by these cells, (iii) the highest arsenite utilization rate are observed in the culture of strains harbouring both the plasmids pAIO1 and pARS1, (iv) the strains harbouring the plasmid pAIO1 were able to grow on arsenic-contaminated mine waters ( 3.0 mg As L(-1)) without any supplementation.",,,NA,NA,NA,NA,NA,NA,5,0,0,0,4,1,6,NA,NA,,1873-4863,NA,MEDLINE:25617684,25617684,NA
537,Smriti,NO,J,"Senovilla, Marta; Castro-Rodriguez, Rosario; Abreu, Isidro; Escudero, Viviana; Kryvoruchko, Igor; Udvardi, Michael K; Imperial, Juan; Gonzalez-Guerrero, Manuel",NA,NA,NA,"Abreu, Isidro/I-9609-2019; Escudero, Viviana/H-3787-2015; Udvardi, Michael/GPX-4653-2022; Gonzalez-Guerrero, Manuel/E-7338-2011; Kryvoruchko, Igor/AAM-7932-2020; Gonzalez-Guerrero, Manuel/N-2281-2019; imperial, Juan/G-3925-2015","Abreu, Isidro/0000-0002-1647-9883; Escudero, Viviana/0000-0002-3506-9054; Udvardi, Michael/0000-0001-9850-0828; Gonzalez-Guerrero, Manuel/0000-0001-7334-5286; Gonzalez-Guerrero, Manuel/0000-0001-7334-5286; imperial, Juan/0000-0002-5002-6458",NA,NA,Medicago truncatula copper transporter 1 (MtCOPT1) delivers copper for symbiotic nitrogen fixation.,,NA,NA,,NA,NA,NA,The New phytologist,NA,NA,NA,218,2,NA,NA,696,709,NA,10.1111/nph.14992,NA,NA,NA,2018-04,2018,"Copper is an essential nutrient for symbiotic nitrogen fixation. This element is delivered by the host plant to the nodule, where membrane copper (Cu) transporter would introduce it into the cell to synthesize cupro-proteins. COPT family members in the model legume Medicago truncatula were identified and their expression determined. Yeast complementation assays, confocal microscopy and phenotypical characterization of a Tnt1 insertional mutant line were carried out in the nodule-specific M.truncatula COPT family member. Medicago truncatula genome encodes eight COPT transporters. MtCOPT1 (Medtr4g019870) is the only nodule-specific COPT gene. It is located in the plasma membrane of the differentiation, interzone and early fixation zones. Loss of MtCOPT1 function results in a Cu-mitigated reduction of biomass production when the plant obtains its nitrogen exclusively from symbiotic nitrogen fixation. Mutation of MtCOPT1 results in diminished nitrogenase activity in nodules, likely an indirect effect from the loss of a Cu-dependent function, such as cytochrome oxidase activity in copt1-1 bacteroids. These data are consistent with a model in which MtCOPT1 transports Cu from the apoplast into nodule cells to provide Cu for essential metabolic processes associated with symbiotic nitrogen fixation.",,,NA,NA,NA,NA,NA,NA,19,0,1,0,17,0,20,NA,NA,,1469-8137,NA,MEDLINE:29349810,29349810,NA
538,Smriti,NO,J,"Kamble, Suchita; Mukherjee, Prasun K; Eapen, Susan",NA,NA,NA,,,NA,NA,Expression of an endochitinase gene from Trichoderma virens confers enhanced tolerance to Alternaria blight in transgenic Brassica juncea (L.) czern and coss lines.,,NA,NA,,NA,NA,NA,Physiology and molecular biology of plants : an international journal of functional plant biology,NA,NA,NA,22,1,NA,NA,69,76,NA,10.1007/s12298-016-0340-8,NA,NA,NA,2016-Jan,2016,"An endochitinase gene 'ech42' from the biocontrol fungus 'Trichoderma virens' was introduced to Brassica juncea (L). Czern and Coss via Agrobaterium tumefaciens mediated genetic transformation method. Integration and expression of the 'ech42' gene in transgenic lines were confirmed by PCR, RT-PCR and Southern hybridization. Transgenic lines (T1) showed expected 3:1 Mendelian segregation ratio when segregation analysis for inheritance of transgene 'hpt' was carried out. Fluorimetric analysis of transgenic lines (T0 and T1) showed 7 fold higher endochitinase activity than the non-transformed plant. Fluorimetric zymogram showed presence of endochitinase (42kDa) in crude protein extract of transgenic lines. In detached leaf bioassay with fungi Alternaria brassicae and Alternaria brassicicola, transgenic lines (T0 and T1) showed delayed onset of lesions as well as 30-73% reduction in infected leaf area compared to non-transformed plant.",,,NA,NA,NA,NA,NA,NA,5,0,0,0,5,0,5,NA,NA,0971-5894,,NA,MEDLINE:27186020,27186020,NA
541,Smriti,NO,J,"Heavner, Mary Ellen; Qiu, Wei-Gang; Cheng, Hai-Ping",NA,NA,NA,,"Heavner, Mary/0000-0003-4625-4228",NA,NA,"Phylogenetic Co-Occurrence of ExoR, ExoS, and ChvI, Components of the RSI Bacterial Invasion Switch, Suggests a Key Adaptive Mechanism Regulating the Transition between Free-Living and Host-Invading Phases in Rhizobiales.",,NA,NA,,NA,NA,NA,PloS one,NA,NA,NA,10,8,NA,NA,e0135655,e0135655,NA,10.1371/journal.pone.0135655,NA,NA,NA,2015,2015,"Both bacterial symbionts and pathogens rely on their host-sensing mechanisms to activate the biosynthetic pathways necessary for their invasion into host cells. The Gram-negative bacterium Sinorhizobium meliloti relies on its RSI (ExoR-ExoS-ChvI) Invasion Switch to turn on the production of succinoglycan, an exopolysaccharide required for its host invasion. Recent whole-genome sequencing efforts have uncovered putative components of RSI-like invasion switches in many other symbiotic and pathogenic bacteria. To explore the possibility of the existence of a common invasion switch, we have conducted a phylogenomic survey of orthologous ExoR, ExoS, and ChvI tripartite sets in more than ninety proteobacterial genomes. Our analyses suggest that functional orthologs of the RSI invasion switch co-exist in Rhizobiales, an order characterized by numerous invasive species, but not in the order's close relatives. Phylogenomic analyses and reconstruction of orthologous sets of the three proteins in Alphaproteobacteria confirm Rhizobiales-specific gene synteny and congruent RSI evolutionary histories. Evolutionary analyses further revealed site-specific substitutions correlated specifically to either animal-bacteria or plant-bacteria associations. Lineage restricted conservation of any one specialized gene is in itself an indication of species adaptation. However, the orthologous phylogenetic co-occurrence of all interacting partners within this single signaling pathway strongly suggests that the development of the RSI switch was a key adaptive mechanism. The RSI invasion switch, originally found in S. meliloti, is a characteristic of the Rhizobiales, and potentially a conserved crucial activation step that may be targeted to control host invasion by pathogenic bacterial species.",,,NA,NA,NA,NA,NA,NA,14,0,0,0,13,0,14,NA,NA,,1932-6203,NA,MEDLINE:26309130,26309130,NA
546,Smriti,NO,J,"Li, Yu; Wu, Min; Yu, Qin; Su, Zhen-Zhu; Dong, Bo; Lu, Jian-Ping; Lin, Fu-Cheng; Liao, Qian-Sheng; Liu, Xiao-Hong",NA,NA,NA,"Lin, Fucheng/ABE-7591-2021; Lu, Jianping/AFL-6811-2022","Lin, Fucheng/0000-0002-4127-8143; Lu, Jianping/0000-0001-9601-0040; Liu, Xiaohong/0000-0002-7466-1261",NA,NA,PoMet3 and PoMet14 associated with sulfate assimilation are essential for conidiogenesis and pathogenicity in Pyricularia oryzae.,,NA,NA,,NA,NA,NA,Current genetics,NA,NA,NA,66,4,NA,NA,765,774,NA,10.1007/s00294-020-01055-1,NA,NA,NA,2020-Aug,2020,"Pyricularia oryzae is the causal agent of blast disease on staple gramineous crops. Sulphur is an essential element for the biosynthesis of cysteine and methionine in fungi. Here, we targeted the P. oryzae PoMET3 encoding the enzyme ATP sulfurylase, and PoMET14 encoding the APS (adenosine-5'-phosphosulphate) kinase that are involved in sulfate assimilation and sulphur-containing amino acids biosynthesis. In P. oryzae, deletion of PoMET3 or PoMET14 separately results in defects of conidiophore formation, significant impairments in conidiation, methionine and cysteine auxotrophy, limited invasive hypha extension, and remarkably reduced virulence on rice and barley. Furthermore, the defects of the null mutants could be restored by supplementing with exogenous cysteine or methionine. Our study explored the biological functions of sulfur assimilation and sulphur-containing amino acids biosynthesis in P. oryzae.",,,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2,NA,NA,,1432-0983,NA,MEDLINE:32125494,32125494,NA
550,Smriti,NO,J,"Fuentes, Paulina; Zhou, Fei; Erban, Alexander; Karcher, Daniel; Kopka, Joachim; Bock, Ralph",NA,NA,NA,"Bock, Ralph/B-4352-2009","Bock, Ralph/0000-0001-7502-6940; Kopka, Joachim/0000-0001-9675-4883",NA,NA,A new synthetic biology approach allows transfer of an entire metabolic pathway from a medicinal plant to a biomass crop.,,NA,NA,,NA,NA,NA,eLife,NA,NA,NA,5,,NA,NA,,,NA,10.7554/eLife.13664,NA,NA,NA,2016 Jun 14,2016,"Artemisinin-based therapies are the only effective treatment for malaria, the most devastating disease in human history. To meet the growing demand for artemisinin and make it accessible to the poorest, an inexpensive and rapidly scalable production platform is urgently needed. Here we have developed a new synthetic biology approach, combinatorial supertransformation of transplastomic recipient lines (COSTREL), and applied it to introduce the complete pathway for artemisinic acid, the precursor of artemisinin, into the high-biomass crop tobacco. We first introduced the core pathway of artemisinic acid biosynthesis into the chloroplast genome. The transplastomic plants were then combinatorially supertransformed with cassettes for all additional enzymes known to affect flux through the artemisinin pathway. By screening large populations of COSTREL lines, we isolated plants that produce more than 120 milligram artemisinic acid per kilogram biomass. Our work provides an efficient strategy for engineering complex biochemical pathways into plants and optimizing the metabolic output.",,,NA,NA,NA,NA,NA,NA,102,15,0,0,89,0,109,NA,NA,,2050-084X,NA,MEDLINE:27296645,27296645,NA
553,Smriti,NO,J,"Ericsson, Aaron C; Busi, Susheel B; Davis, Daniel J; Nabli, Henda; Eckhoff, David C; Dorfmeyer, Rebecca A; Turner, Giedre; Oswalt, Payton S; Crim, Marcus J; Bryda, Elizabeth C",NA,NA,NA,"Crim, Marcus/AAU-5559-2021; Ericsson, Aaron C./AAJ-1406-2021","Crim, Marcus/0000-0001-6705-831X; Ericsson, Aaron C./0000-0002-3053-7269",NA,NA,Molecular and culture-based assessment of the microbiome in a zebrafish (Danio rerio) housing system during set-up and equilibration.,,NA,NA,,NA,NA,NA,Animal microbiome,NA,NA,NA,3,1,NA,NA,55,55,NA,10.1186/s42523-021-00116-1,NA,NA,NA,2021 Aug 05,2021,"BACKGROUND: Zebrafish used in research settings are often housed in recirculating aquaculture systems (RAS) which rely on the system microbiome, typically enriched in a biofiltration substrate, to remove the harmful ammonia generated by fish via oxidation. Commercial RAS must be allowed to equilibrate following installation, before fish can be introduced. There is little information available regarding the bacterial community structure in commercial zebrafish housing systems, or the time-point at which the system or biofilter reaches a microbiological equilibrium in RAS in general.METHODS: A zebrafish housing system was monitored at multiple different system sites including tank water in six different tanks, pre- and post-particulate filter water, the fluidized bed biofilter substrate, post-carbon filter water, and water leaving the ultra-violet (UV) disinfection unit and entering the tanks. All of these samples were collected in quadruplicate, from prior to population of the system with zebrafish through 18weeks post-population, and analyzed using both 16S rRNA amplicon sequencing and culture using multiple agars and annotation of isolates via matrix-assisted laser desorption/ionization-time-of-flight (MALDI-TOF) mass spectrometry. Sequencing data were analyzed using traditional methods, network analyses of longitudinal data, and integration of culture and sequence data.RESULTS: The water microbiome, dominated by Cutibacterium and Staphylococcus spp., reached a relatively stable richness and composition by approximately three to four weeks post-population, but continued to evolve in composition throughout the study duration. The microbiomes of the fluidized bed biofilter and water leaving the UV disinfection unit were distinct from water at all other sites. Core taxa detected using molecular methods comprised 36 amplicon sequence variants, 15 of which represented Proteobacteria including multiple members of the families Burkholderiaceae and Sphingomonadaceae. Culture-based screening yielded 36 distinct isolates, and showed moderate agreement with sequencing data.CONCLUSIONS: The microbiome of commercial RAS used for research zebrafish reaches a relatively stable state by four weeks post-population and would be expected to be suitable for experimental use following that time-point.",,,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,3,NA,NA,,2524-4671,NA,MEDLINE:34353374,34353374,NA
556,Smriti,NO,J,"Wang, Sha; Yuan, Anjie; Zeng, Liping; Hou, Sikai; Wang, Meng; Li, Lei; Cai, Zhendong; Zhong, Guowei",NA,NA,NA,,"Cai, Zhendong/0000-0003-1702-1185",NA,NA,The putative polysaccharide synthase AfCps1 regulates Aspergillus fumigatus morphogenesis and conidia immune response in mouse bone marrow-derived macrophages.,,NA,NA,,NA,NA,NA,"Journal of microbiology (Seoul, Korea)",NA,NA,NA,59,1,NA,NA,64,75,NA,10.1007/s12275-021-0347-x,NA,NA,NA,2021-Jan,2021,"Aspergillus fumigatus is a well-known opportunistic pathogen that causes invasive aspergillosis (IA) infections with high mortality in immunosuppressed individuals. Morphogenesis, including hyphal growth, conidiation, and cell wall biosynthesis is crucial in A. fumigatus pathogenesis. Based on a previous random insertional mutagenesis library, we identified the putative polysaccharide synthase gene Afcps1 and its para-log Afcps2. Homologs of the cps gene are commonly found in the genomes of most fungal and some bacterial pathogens. Afcps1/cpsA is important in sporulation, cell wall composition, and virulence. However, the precise regulation patterns of cell wall integrity by Afcps1/cpsA and further effects on the immune response are poorly understood. Specifically, our in-depth study revealed that Afcps1 affects cell-wall stability, showing an increased resistance of DeltaAfcps1 to the chitinmicrofibril destabilizing compound calcofluor white (CFW) and susceptibility of DeltaAfcps1 to the beta-(1,3)-glucan synthase inhibitor echinocandin caspofungin (CS). Additionally, deletion of Afcps2 had a normal sporulation phenotype but caused hypersensitivity to Na+ stress, CFW, and Congo red (CR). Specifically, quantitative analysis of cell wall composition using high-performance anion exchange chromatography-pulsed amperometric detector (HPAEC-PAD) analysis revealed that depletion of Afcps1 reduced cell wall glucan and chitin contents, which was consistent with the down-regulation of expression of the corresponding biosynthesis genes. Moreover, an elevated immune response stimulated by conidia of the DeltaAfcps1 mutant in marrow-derived macrophages (BMMs) during phagocytosis was observed. Thus, our study provided new insights into the function of polysaccharide synthase Cps1, which is necessary for the maintenance of cell wall stability and the adaptation of conidia to the immune response of macrophages in A. fumigatus.",,,NA,NA,NA,NA,NA,NA,2,1,0,0,1,0,3,NA,NA,,1976-3794,NA,MEDLINE:33201436,33201436,NA
557,Smriti,NO,J,"De Paepe, Brecht; Maertens, Jo; Vanholme, Bartel; De Mey, Marjan",NA,NA,NA,"De Mey, Marjan/S-8129-2019","De Mey, Marjan/0000-0002-8134-9436; De Paepe, Brecht/0000-0003-2858-3749",NA,NA,Chimeric LysR-Type Transcriptional Biosensors for Customizing Ligand Specificity Profiles toward Flavonoids.,,NA,NA,,NA,NA,NA,ACS synthetic biology,NA,NA,NA,8,2,NA,NA,318,331,NA,10.1021/acssynbio.8b00326,NA,NA,NA,2/15/2019,2019,"Transcriptional biosensors enable key applications in both metabolic engineering and synthetic biology. Due to nature's immense variety of metabolites, these applications require biosensors with a ligand specificity profile customized to the researcher's needs. In this work, chimeric biosensors were created by introducing parts of a donor regulatory circuit from Sinorhizobium meliloti, delivering the desired luteolin-specific response, into a nonspecific biosensor chassis from Herbaspirillum seropedicae. Two strategies were evaluated for the development of chimeric LysR-type biosensors with customized ligand specificity profiles toward three closely related flavonoids, naringenin, apigenin, and luteolin. In the first strategy, chimeric promoter regions were constructed at the biosensor effector module, while in the second strategy, chimeric transcription factors were created at the biosensor detector module. Via both strategies, the biosensor repertoire was expanded with luteolin-specific chimeric biosensors demonstrating a variety of response curves and ligand specificity profiles. Starting from the nonspecific biosensor chassis, a shift from 27.5% to 95.3% luteolin specificity was achieved with the created chimeric biosensors. Both strategies provide a compelling, faster, and more accessible route for the customization of biosensor ligand specificity, compared to de novo design and construction of each biosensor circuit for every desired ligand specificity.",,,NA,NA,NA,NA,NA,NA,15,0,0,0,14,0,15,NA,NA,,2161-5063,NA,MEDLINE:30563319,30563319,NA
561,Smriti,NO,J,"Golshani, Maryam; Rafati, Sima; Nejati-Moheimani, Mehdi; Pourabdi, Somaye; Arsang, Amin; Bouzari, Saeid",NA,NA,NA,"Rafati, Sima/L-2202-2017; bouzari, saied/L-3029-2017; Golshani, Maryam/AAX-6126-2021","Rafati, Sima/0000-0002-7221-1320; bouzari, saied/0000-0001-8835-3801; Golshani, Maryam/0000-0002-4424-6470",NA,NA,"Protein/Protein, DNA/DNA and DNA/Protein based vaccination strategies using truncated Omp2b against Brucella infection in BALB/c Mice.",,NA,NA,,NA,NA,NA,International journal of medical microbiology : IJMM,NA,NA,NA,307,5-Apr,NA,NA,249,256,NA,10.1016/j.ijmm.2017.03.004,NA,NA,NA,2017-Jun,2017,"The purpose of the present study was to evaluate the immunogenicity and protective efficacy of the truncated form of outer membrane protein 2b (TOmp2b) from Brucella abortus in BALB/c mice. Three immunization regimens Protein/Protein, DNA/DNA and DNA/Protein were used. Immunization of mice with all vaccine strategies elicited a strong specific IgG responses (IgG2a titers over IgG1) and provided T helper1 (Th1) oriented immune responses. Furthermore, Protein/Protein (Pro/Pro-) and DNA/Pro- vaccinated groups conferred protection levels against B. abortus challenge not significantly different from those induced by B. abortus RB51 vaccine stain. In conclusion, TOmp2b is potential to stimulate specific immune responses and to confer cross protection against B. melitensis and B. abortus infection. Therefore, TOmp2b could be introduced as a new subunit vaccine candidate against Brucella infection.",,,NA,NA,NA,NA,NA,NA,7,1,0,0,7,0,9,NA,NA,,1618-0607,NA,MEDLINE:28391992,28391992,NA
571,Smriti,NO,J,"Ahasan, Md Shamim; Rahman, Md Siddiqur; Rahman, A K M Anisur; Berkvens, Dirk",NA,NA,NA,"Rahman, Dr. A. K. M. Anisur/P-1998-2017","Rahman, Dr. A. K. M. Anisur/0000-0001-9660-4949; Ahasan, Md. Shamim/0000-0001-8260-119X",NA,NA,"Bovine and Caprine Brucellosis in Bangladesh: Bayesian evaluation of four serological tests, true prevalence, and associated risk factors in household animals.",,NA,NA,,NA,NA,NA,Tropical animal health and production,NA,NA,NA,49,1,NA,NA,1,11,NA,10.1007/s11250-016-1151-1,NA,NA,NA,2017-Jan,2017,"A cross-sectional study was carried out to estimate the true prevalence of Brucella spp. and identify allied risk factors/indicators associated with brucellosis in the Dinajpur and Mymensingh districts of Bangladesh. A total 320 stratified random blood samples were collected and tested in parallel for Brucella antibodies using Rose Bengal (RBT), slow agglutination (SAT), and indirect and competitive ELISA. In addition, a structured questionnaire was administered to each household herd owner to gather information regarding potential risk factors. Both univariate and multivariate logistic regression analyses were used to identify potential risk factors or indicators at animal level. A Bayesian approach was used to estimate the true prevalence of brucellosis along with the test performances (Se and Sp). The estimated animal level true prevalence in cattle was 9.70% (95% CPI 5.0-16%) and in goat 6.3% (95% CPI 2.8-11.0%). The highest sensitivity was achieved by SAT ranges from 69.6 to 78.9%, and iELISA was found to be more specific (97.4 to 98.8%) in comparison with other tests. On the other hand, a significant level of (P<0.05) Brucella seropositivity was found in cattle that breed naturally compared with those that undergo artificial insemination. In goats, exotic breeds were significantly associated (P<0.05) with Brucella seroprevalence compared with indigenous breeds. Goats with a previous records of abortion and/or retained placenta were also found to have significant levels (P<0.05). Cows with previous abortion records showed higher odds (18 times) of being seropositive. None of the evaluated tests can be recommended to apply alone for the diagnosis of bovine and caprine brucellosis.",,,NA,NA,NA,NA,NA,NA,15,0,0,0,8,1,16,NA,NA,,1573-7438,NA,MEDLINE:27628065,27628065,NA
